Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,23.670000,23.790001,22.670000,22.770000,22.770000,0
2010-01-05,22.900000,23.030001,22.350000,22.389999,22.389999,0
2010-01-06,22.490000,22.570000,21.590000,21.799999,21.799999,0
2010-01-07,22.090000,22.120001,21.320000,21.600000,21.600000,0
2010-01-08,21.780001,21.780001,20.980000,21.000000,21.000000,0
2010-01-11,20.950001,21.530001,20.950001,21.270000,21.270000,0
2010-01-12,21.700001,22.389999,21.450001,21.790001,21.790001,0
2010-01-13,21.730000,22.400000,21.020000,21.290001,21.290001,0
2010-01-14,21.280001,21.400000,20.629999,20.709999,20.709999,0
2010-01-15,20.820000,22.080000,20.820000,21.480000,21.480000,0
2010-01-19,21.770000,21.780001,20.760000,20.889999,20.889999,0
2010-01-20,21.530001,22.290001,21.340000,21.400000,21.400000,0
2010-01-21,21.219999,23.180000,20.950001,23.150000,23.150000,0
2010-01-22,23.420000,26.420000,23.420000,26.290001,26.290001,0
2010-01-25,24.860001,25.670000,24.680000,25.190001,25.190001,0
2010-01-26,25.490000,25.610001,23.940001,25.170000,25.170000,0
2010-01-27,25.250000,25.780001,24.129999,24.129999,24.129999,0
2010-01-28,23.910000,25.430000,23.889999,24.670000,24.670000,0
2010-01-29,24.270000,25.540001,23.639999,25.379999,25.379999,0
2010-02-01,25.000000,25.000000,23.620001,23.639999,23.639999,0
2010-02-02,23.570000,23.709999,22.680000,22.930000,22.930000,0
2010-02-03,23.209999,23.280001,22.870001,23.000000,23.000000,0
2010-02-04,23.830000,26.100000,23.830000,25.980000,25.980000,0
2010-02-05,25.900000,27.920000,25.700001,26.000000,26.000000,0
2010-02-08,26.129999,26.480000,25.549999,26.430000,26.430000,0
2010-02-09,25.559999,26.459999,25.240000,26.040001,26.040001,0
2010-02-10,26.110001,26.590000,25.370001,25.870001,25.870001,0
2010-02-11,25.969999,26.180000,24.570000,24.570000,24.570000,0
2010-02-12,25.230000,25.660000,24.459999,24.459999,24.459999,0
2010-02-16,24.530001,24.610001,23.490000,23.570000,23.570000,0
2010-02-17,23.510000,23.629999,23.280001,23.290001,23.290001,0
2010-02-18,23.540001,23.570000,22.760000,22.780001,22.780001,0
2010-02-19,22.900000,22.930000,22.180000,22.309999,22.309999,0
2010-02-22,22.090000,22.420000,21.530001,21.730000,21.730000,0
2010-02-23,21.940001,22.900000,21.570000,22.620001,22.620001,0
2010-02-24,22.570000,22.830000,21.980000,22.080000,22.080000,0
2010-02-25,23.250000,23.620001,22.040001,22.070000,22.070000,0
2010-02-26,22.070000,22.350000,21.559999,21.650000,21.650000,0
2010-03-01,21.809999,21.990000,21.430000,21.440001,21.440001,0
2010-03-02,21.200001,21.270000,20.840000,21.180000,21.180000,0
2010-03-03,21.110001,21.170000,20.719999,20.969999,20.969999,0
2010-03-04,20.950001,21.389999,20.770000,21.030001,21.030001,0
2010-03-05,20.629999,20.730000,20.000000,20.230000,20.230000,0
2010-03-08,20.420000,20.430000,20.059999,20.260000,20.260000,0
2010-03-09,20.469999,20.480000,19.760000,20.160000,20.160000,0
2010-03-10,20.200001,20.629999,19.639999,20.510000,20.510000,0
2010-03-11,20.889999,21.510000,20.690001,20.700001,20.700001,0
2010-03-12,20.590000,20.950001,20.270000,20.270000,20.270000,0
2010-03-15,20.969999,21.620001,20.660000,20.719999,20.719999,0
2010-03-16,20.580000,20.610001,20.080000,20.160000,20.160000,0
2010-03-17,20.020000,20.209999,19.360001,19.719999,19.719999,0
2010-03-18,19.680000,19.889999,19.480000,19.480000,19.480000,0
2010-03-19,19.440001,20.580000,19.430000,19.950001,19.950001,0
2010-03-22,20.459999,20.459999,19.840000,20.110001,20.110001,0
2010-03-23,19.770000,19.930000,19.309999,19.680000,19.680000,0
2010-03-24,19.709999,20.320000,19.600000,20.080000,20.080000,0
2010-03-25,19.780001,20.690001,19.330000,20.580000,20.580000,0
2010-03-26,20.430000,20.760000,19.889999,20.059999,20.059999,0
2010-03-29,20.090000,20.420000,19.840000,19.850000,19.850000,0
2010-03-30,19.799999,20.160000,19.540001,19.540001,19.540001,0
2010-03-31,19.850000,20.190001,19.540001,19.920000,19.920000,0
2010-04-01,19.450001,20.440001,19.350000,19.900000,19.900000,0
2010-04-05,20.030001,20.160000,19.350000,19.350000,19.350000,0
2010-04-06,19.650000,19.780001,18.780001,18.840000,18.840000,0
2010-04-07,19.190001,19.540001,18.750000,19.190001,19.190001,0
2010-04-08,19.610001,19.920000,18.860001,19.080000,19.080000,0
2010-04-09,18.930000,19.070000,18.620001,18.620001,18.620001,0
2010-04-12,18.889999,19.139999,18.660000,18.959999,18.959999,0
2010-04-13,19.049999,19.500000,18.690001,18.990000,18.990000,0
2010-04-14,18.760000,19.049999,18.570000,18.770000,18.770000,0
2010-04-15,18.969999,19.150000,18.709999,18.900000,18.900000,0
2010-04-16,19.139999,20.940001,19.000000,20.230000,20.230000,0
2010-04-19,20.639999,21.120001,19.790001,19.790001,19.790001,0
2010-04-20,19.559999,19.670000,18.990000,18.990000,18.990000,0
2010-04-21,19.000000,19.650000,18.719999,19.299999,19.299999,0
2010-04-22,19.910000,20.530001,19.440001,19.590000,19.590000,0
2010-04-23,19.420000,19.549999,19.270000,19.389999,19.389999,0
2010-04-26,19.670000,19.860001,19.490000,19.860001,19.860001,0
2010-04-27,20.209999,22.830000,20.200001,22.719999,22.719999,0
2010-04-28,22.440001,22.990000,22.120001,22.309999,22.309999,0
2010-04-29,21.889999,21.930000,20.860001,20.959999,20.959999,0
2010-04-30,21.030001,23.770000,20.270000,23.670000,23.670000,0
2010-05-03,23.639999,23.639999,22.070000,22.580000,22.580000,0
2010-05-04,23.809999,25.950001,23.809999,25.070000,25.070000,0
2010-05-05,26.260000,27.250000,25.240000,26.370001,26.370001,0
2010-05-06,26.830000,33.599998,26.250000,26.370001,26.370001,0
2010-05-07,30.879999,37.139999,26.370001,36.619999,36.619999,0
2010-05-10,28.969999,30.020000,27.549999,28.980000,28.980000,0
2010-05-11,30.350000,30.350000,27.469999,28.870001,28.870001,0
2010-05-12,27.910000,27.980000,26.260000,26.650000,26.650000,0
2010-05-13,26.790001,27.730000,26.260000,27.610001,27.610001,0
2010-05-14,28.680000,31.930000,28.639999,30.799999,30.799999,0
2010-05-17,30.629999,32.750000,30.350000,30.510000,30.510000,0
2010-05-18,29.240000,32.939999,28.969999,32.810001,32.810001,0
2010-05-19,33.090000,35.369999,32.470001,34.180000,34.180000,0
2010-05-20,37.779999,41.070000,36.980000,40.830002,40.830002,0
2010-05-21,42.980000,42.980000,36.849998,37.400002,37.400002,0
2010-05-24,38.529999,38.529999,35.060001,36.910000,36.910000,0
2010-05-25,39.580002,40.250000,34.900002,34.900002,34.900002,0
2010-05-26,33.450001,34.900002,30.730000,33.950001,33.950001,0
2010-05-27,31.230000,31.459999,30.559999,30.639999,30.639999,0
2010-05-28,30.860001,32.529999,30.360001,32.000000,32.000000,0
2010-06-01,33.430000,34.060001,31.510000,34.020000,34.020000,0
2010-06-02,33.520000,33.740002,30.590000,30.590000,30.590000,0
2010-06-03,30.330000,31.209999,29.870001,30.240000,30.240000,0
2010-06-04,32.580002,34.740002,32.000000,34.369999,34.369999,0
2010-06-07,34.430000,35.310001,33.779999,35.299999,35.299999,0
2010-06-08,35.090000,35.779999,33.419998,33.650002,33.650002,0
2010-06-09,32.810001,34.080002,31.620001,33.799999,33.799999,0
2010-06-10,31.920000,32.360001,31.100000,31.469999,31.469999,0
2010-06-11,32.259998,34.799999,30.900000,30.950001,30.950001,0
2010-06-14,30.090000,30.740000,29.500000,30.680000,30.680000,0
2010-06-15,30.030001,30.059999,28.360001,28.450001,28.450001,0
2010-06-16,29.260000,29.290001,28.400000,28.780001,28.780001,0
2010-06-17,28.469999,29.309999,27.379999,28.209999,28.209999,0
2010-06-18,27.920000,28.240000,27.440001,27.959999,27.959999,0
2010-06-21,26.309999,28.100000,26.129999,27.540001,27.540001,0
2010-06-22,27.620001,29.260000,27.200001,29.090000,29.090000,0
2010-06-23,29.230000,30.530001,28.930000,29.260000,29.260000,0
2010-06-24,29.860001,31.610001,29.700001,31.360001,31.360001,0
2010-06-25,31.320000,32.060001,30.330000,30.700001,30.700001,0
2010-06-28,30.809999,31.309999,30.500000,30.959999,30.959999,0
2010-06-29,32.680000,35.220001,30.959999,34.380001,34.380001,0
2010-06-30,34.410000,35.330002,32.910000,35.230000,35.230000,0
2010-07-01,35.150002,37.259998,34.080002,34.490002,34.490002,0
2010-07-02,33.840000,34.320000,32.619999,33.290001,33.290001,0
2010-07-06,31.709999,33.020000,30.570000,32.009998,32.009998,0
2010-07-07,31.930000,31.930000,29.650000,29.719999,29.719999,0
2010-07-08,29.290001,30.090000,28.190001,28.830000,28.830000,0
2010-07-09,28.760000,29.020000,28.010000,28.170000,28.170000,0
2010-07-12,28.580000,28.950001,28.059999,28.389999,28.389999,0
2010-07-13,27.629999,28.320000,27.459999,28.320000,28.320000,0
2010-07-14,28.530001,29.520000,28.510000,28.830000,28.830000,0
2010-07-15,29.020000,30.809999,28.790001,29.230000,29.230000,0
2010-07-16,29.690001,31.340000,29.620001,30.600000,30.600000,0
